timestamp,sensor1value
2022-04-20T15:39:38Z,35.125
2022-04-20T15:40:09Z,35.25
2022-04-20T15:40:41Z,35.3125
2022-04-20T15:41:13Z,35.3125
2022-04-20T15:41:44Z,35.3125
2022-04-20T15:42:16Z,35.1875
2022-04-20T15:42:47Z,35.0625
2022-04-20T15:43:19Z,35.1875
2022-04-20T15:43:51Z,35.3125
2022-04-20T15:44:22Z,35.3125
2022-04-20T15:44:54Z,35.25
2022-04-20T15:45:25Z,35.1875
2022-04-20T15:45:57Z,35
2022-04-20T15:46:29Z,35.1875
2022-04-20T15:47:00Z,35.25
2022-04-20T15:47:32Z,35.3125
2022-04-20T15:48:04Z,35.3125
2022-04-20T15:48:36Z,35.1875
2022-04-20T15:49:07Z,35.0625
2022-04-20T15:49:39Z,35.1875
2022-04-20T15:50:10Z,35.3125
2022-04-20T15:50:42Z,35.3125
2022-04-20T15:51:14Z,35.25
2022-04-20T15:51:46Z,35.1875
2022-04-20T15:52:17Z,35.0625
2022-04-20T15:52:49Z,35.125
2022-04-20T15:53:21Z,35.25
2022-04-20T15:53:52Z,35.25
2022-04-20T15:54:24Z,35.25
2022-04-20T15:54:55Z,35.1875
2022-04-20T15:55:27Z,35.0625
2022-04-20T15:55:58Z,35.125
2022-04-20T15:56:30Z,35.1875
2022-04-20T15:57:01Z,35.25
2022-04-20T15:57:33Z,35.25
2022-04-20T15:58:05Z,35.125
2022-04-20T15:58:36Z,35
2022-04-20T15:59:08Z,35.125
2022-04-20T15:59:39Z,35.25
2022-04-20T16:00:11Z,35.25
2022-04-20T16:00:43Z,35.25
2022-04-20T16:01:14Z,35.125
2022-04-20T16:01:46Z,35
2022-04-20T16:02:17Z,35.125
2022-04-20T16:02:49Z,35.25
2022-04-20T16:03:20Z,35.25
2022-04-20T16:03:52Z,35.25
2022-04-20T16:04:24Z,35.1875
2022-04-20T16:04:55Z,35.0625
2022-04-20T16:05:27Z,35.125
2022-04-20T16:05:58Z,35.1875
2022-04-20T16:06:30Z,35.3125
2022-04-20T16:07:01Z,35.25
2022-04-20T16:07:33Z,35.25
2022-04-20T16:08:05Z,35.125
2022-04-20T16:08:36Z,35.125
2022-04-20T16:09:08Z,35.1875
2022-04-20T16:09:39Z,35.3125
2022-04-20T16:10:11Z,35.25
2022-04-20T16:10:42Z,35.25
2022-04-20T16:11:14Z,35.125
2022-04-20T16:11:45Z,35.0625
2022-04-20T16:12:17Z,35.1875
2022-04-20T16:12:49Z,35.25
2022-04-20T16:13:20Z,35.25
2022-04-20T16:13:52Z,35.1875
2022-04-20T16:14:23Z,35.0625
2022-04-20T16:14:55Z,35
2022-04-20T16:15:26Z,35.125
2022-04-20T16:15:58Z,35.1875
2022-04-20T16:16:29Z,35.1875
2022-04-20T16:17:01Z,35.1875
2022-04-20T16:17:33Z,35.0625
2022-04-20T16:18:05Z,35
2022-04-20T16:18:36Z,35.125
2022-04-20T16:19:08Z,35.1875
2022-04-20T16:19:39Z,35.25
2022-04-20T16:20:11Z,35.1875
2022-04-20T16:20:43Z,35.0625
2022-04-20T16:21:14Z,35
2022-04-20T16:21:44Z,35.125
2022-04-20T16:22:15Z,35.25
2022-04-20T16:22:47Z,35.25
2022-04-20T16:23:18Z,35.1875
2022-04-20T16:23:50Z,35.125
2022-04-20T16:24:21Z,35
2022-04-20T16:24:53Z,35.125
2022-04-20T16:25:24Z,35.25
2022-04-20T16:25:56Z,35.25
2022-04-20T16:26:27Z,35.25
2022-04-20T16:26:59Z,35.125
2022-04-20T16:27:30Z,35
2022-04-20T16:28:02Z,35.125
2022-04-20T16:28:33Z,35.25
2022-04-20T16:29:05Z,35.25
2022-04-20T16:29:36Z,35.1875
2022-04-20T16:30:08Z,35.125
2022-04-20T16:30:40Z,35
2022-04-20T16:31:11Z,35.1875
2022-04-20T16:31:43Z,35.25
2022-04-20T16:32:14Z,35.3125
2022-04-20T16:32:46Z,35.25
2022-04-20T16:33:17Z,35.1875
2022-04-20T16:33:49Z,35.0625
2022-04-20T16:34:20Z,35.125
2022-04-20T16:34:55Z,35.1875
2022-04-20T16:35:27Z,35.25
2022-04-20T16:35:58Z,35.25
2022-04-20T16:36:30Z,35.125
2022-04-20T16:37:01Z,35.0625
2022-04-20T16:37:33Z,35.1875
2022-04-20T16:38:04Z,35.25
2022-04-20T16:38:36Z,35.25
2022-04-20T16:39:08Z,35.25
2022-04-20T16:39:39Z,35.125
2022-04-20T16:40:11Z,35.0625
2022-04-20T16:40:42Z,35.1875
2022-04-20T16:41:14Z,35.3125
2022-04-20T16:41:45Z,35.3125
2022-04-20T16:42:17Z,35.25
2022-04-20T16:42:48Z,35.1875
2022-04-20T16:43:20Z,35.0625
2022-04-20T16:43:51Z,35.125
2022-04-20T16:44:23Z,35.25
2022-04-20T16:44:55Z,35.3125
2022-04-20T16:45:26Z,35.25
2022-04-20T16:45:58Z,35.1875
2022-04-20T16:46:29Z,35.0625
2022-04-20T16:47:01Z,35.1875
2022-04-20T16:47:32Z,35.3125
2022-04-20T16:48:04Z,35.375
2022-04-20T16:48:35Z,35.5
2022-04-20T16:49:07Z,35.5625
2022-04-20T16:49:38Z,35.625
2022-04-20T16:50:10Z,35.625
2022-04-20T16:50:42Z,35.875
2022-04-20T16:51:14Z,36.1875
2022-04-20T16:51:46Z,36.375
2022-04-20T16:52:17Z,36.5
2022-04-20T16:52:49Z,36.5
2022-04-20T16:53:20Z,36.5625
2022-04-20T16:53:52Z,36.5625
2022-04-20T16:54:23Z,36.5625
2022-04-20T16:54:55Z,36.5
2022-04-20T16:55:26Z,36.5
2022-04-20T16:55:58Z,36.5
2022-04-20T16:56:29Z,36.75
2022-04-20T16:57:01Z,36.9375
2022-04-20T16:57:33Z,37.0625
2022-04-20T16:58:04Z,37.125
2022-04-20T16:58:36Z,37.125
2022-04-20T16:59:07Z,37.125
2022-04-20T16:59:39Z,37.125
