timestamp,sensor1value
2022-04-20T14:30:02Z,37.875
2022-04-20T14:30:33Z,37.875
2022-04-20T14:31:05Z,37.8125
2022-04-20T14:31:37Z,37.75
2022-04-20T14:32:08Z,37.6875
2022-04-20T14:32:40Z,37.625
2022-04-20T14:33:11Z,37.5625
2022-04-20T14:33:43Z,37.5
2022-04-20T14:34:14Z,37.4375
2022-04-20T14:34:49Z,37.375
2022-04-20T14:35:21Z,37.3125
2022-04-20T14:35:53Z,37.25
2022-04-20T14:36:24Z,37.1875
2022-04-20T14:36:56Z,37.25
2022-04-20T14:37:27Z,37.5
2022-04-20T14:37:59Z,37.6875
2022-04-20T14:38:31Z,37.8125
2022-04-20T14:39:02Z,37.875
2022-04-20T14:39:34Z,37.875
2022-04-20T14:40:06Z,37.875
2022-04-20T14:40:37Z,37.875
2022-04-20T14:41:09Z,37.8125
2022-04-20T14:41:40Z,37.75
2022-04-20T14:42:12Z,37.6875
2022-04-20T14:42:43Z,37.6875
2022-04-20T14:43:15Z,37.625
2022-04-20T14:43:46Z,37.5625
2022-04-20T14:44:18Z,37.5
2022-04-20T14:44:50Z,37.4375
2022-04-20T14:45:21Z,37.375
2022-04-20T14:45:53Z,37.3125
2022-04-20T14:46:24Z,37.25
2022-04-20T14:46:56Z,37.1875
2022-04-20T14:47:27Z,37.375
2022-04-20T14:47:59Z,37.5625
2022-04-20T14:48:31Z,37.75
2022-04-20T14:49:02Z,37.5625
2022-04-20T14:49:34Z,37.3125
2022-04-20T14:50:05Z,37.125
2022-04-20T14:50:37Z,36.875
2022-04-20T14:51:08Z,36.6875
2022-04-20T14:51:40Z,36.5
2022-04-20T14:52:11Z,36.25
2022-04-20T14:52:43Z,36.3125
2022-04-20T14:53:15Z,36.375
2022-04-20T14:53:46Z,36.3125
2022-04-20T14:54:18Z,36.25
2022-04-20T14:54:49Z,36.125
2022-04-20T14:55:21Z,36
2022-04-20T14:55:52Z,35.8125
2022-04-20T14:56:24Z,35.875
2022-04-20T14:56:55Z,36
2022-04-20T14:57:27Z,36
2022-04-20T14:57:59Z,35.9375
2022-04-20T14:58:30Z,35.875
2022-04-20T14:59:02Z,35.75
2022-04-20T14:59:33Z,35.625
2022-04-20T15:00:05Z,35.6875
2022-04-20T15:00:37Z,35.8125
2022-04-20T15:01:08Z,35.75
2022-04-20T15:01:40Z,35.75
2022-04-20T15:02:12Z,35.625
2022-04-20T15:02:43Z,35.5625
2022-04-20T15:03:15Z,35.4375
2022-04-20T15:03:47Z,35.5625
2022-04-20T15:04:18Z,35.625
2022-04-20T15:04:50Z,35.625
2022-04-20T15:05:21Z,35.5625
2022-04-20T15:05:53Z,35.5
2022-04-20T15:06:25Z,35.375
2022-04-20T15:06:56Z,35.375
2022-04-20T15:07:28Z,35.5
2022-04-20T15:07:59Z,35.5625
2022-04-20T15:08:31Z,35.5
2022-04-20T15:09:02Z,35.5
2022-04-20T15:09:34Z,35.375
2022-04-20T15:10:05Z,35.25
2022-04-20T15:10:37Z,35.375
2022-04-20T15:11:09Z,35.5
2022-04-20T15:11:40Z,35.5
2022-04-20T15:12:12Z,35.4375
2022-04-20T15:12:44Z,35.375
2022-04-20T15:13:15Z,35.25
2022-04-20T15:13:47Z,35.3125
2022-04-20T15:14:18Z,35.4375
2022-04-20T15:14:50Z,35.4375
2022-04-20T15:15:21Z,35.4375
2022-04-20T15:15:53Z,35.375
2022-04-20T15:16:24Z,35.1875
2022-04-20T15:16:56Z,35.1875
2022-04-20T15:17:25Z,35.375
2022-04-20T15:17:57Z,35.4375
2022-04-20T15:18:28Z,35.375
2022-04-20T15:19:00Z,35.375
2022-04-20T15:19:35Z,35.25
2022-04-20T15:20:07Z,35.1875
2022-04-20T15:20:38Z,35.3125
2022-04-20T15:21:10Z,35.375
2022-04-20T15:21:41Z,35.375
2022-04-20T15:22:13Z,35.375
2022-04-20T15:22:45Z,35.25
2022-04-20T15:23:16Z,35.125
2022-04-20T15:23:48Z,35.25
2022-04-20T15:24:19Z,35.3125
2022-04-20T15:24:51Z,35.3125
2022-04-20T15:25:23Z,35.3125
2022-04-20T15:25:55Z,35.1875
2022-04-20T15:26:28Z,35.125
2022-04-20T15:26:59Z,35.1875
2022-04-20T15:27:31Z,35.3125
2022-04-20T15:28:02Z,35.3125
2022-04-20T15:28:34Z,35.3125
2022-04-20T15:29:06Z,35.25
2022-04-20T15:29:37Z,35.125
2022-04-20T15:30:09Z,35.1875
2022-04-20T15:30:40Z,35.3125
2022-04-20T15:31:12Z,35.375
2022-04-20T15:31:43Z,35.3125
2022-04-20T15:32:15Z,35.25
2022-04-20T15:32:46Z,35.0625
2022-04-20T15:33:18Z,35.125
2022-04-20T15:33:50Z,35.25
2022-04-20T15:34:22Z,35.3125
2022-04-20T15:34:53Z,35.25
2022-04-20T15:35:25Z,35.1875
2022-04-20T15:35:56Z,35.125
2022-04-20T15:36:28Z,35.125
2022-04-20T15:36:59Z,35.25
2022-04-20T15:37:31Z,35.3125
2022-04-20T15:38:03Z,35.3125
2022-04-20T15:38:34Z,35.25
2022-04-20T15:39:06Z,35.1875
